#,Title,R.,Conf.,R0. Avg.,R. Avg.,Conf. Avg.,Corr.,Status
222,RTFS-Net: Recurrent time-frequency modelling for efficient audio-visual speech separation,"6,8,8,8","4,4,4,4",7,7.5,4,0,Poster
223,Revealing the Mystery of Distribution Correction Estimation via Orthogonal-gradient Update,"6,8,8,8","4,4,4,3",7,7.5,3.75,-0.33,Spotlight
224,An Efficient Membership Inference Attack for the Diffusion Model by Proximal Initialization,"6,8,8,8","4,4,4,4",7.5,7.5,4,0,Poster
225,Improving Generalization of Alignment with Human Preferences through Group Invariant Learning,"6,6,8,10","3,3,4,4",6.5,7.5,3.5,0.9,Spotlight
226,DisenBooth: Identity-Preserving Disentangled Tuning for Subject-Driven Text-to-Image Generation,"6,8,8,8","4,4,4,2",6.25,7.5,3.5,-0.33,Poster
227,ValUES: A Framework for Systematic Validation of Uncertainty Estimation in Semantic Segmentation,"6,8,8,8","4,4,4,4",6,7.5,4,0,Oral
228,"Distort, Distract, Decode: Instruction-Tuned Model Can Refine its Response from Noisy Instructions","6,8,8,8","4,4,3,4",5.75,7.5,3.75,-0.33,Spotlight
229,Bounding Box Stability against Feature Dropout Reflects Detector Generalization across Environments,"6,6,8,10","4,3,3,4",7.25,7.5,3.5,0.3,Spotlight
230,Can Sensitive Information Be Deleted From LLMs? Objectives for Defending Against Extraction Attacks,"6,8,8,8","3,4,3,3",6.75,7.5,3.25,0.33,Spotlight
231,Diffusion Generative Flow Samplers: Improving learning signals through partial trajectory optimization,"6,8,8,8","3,4,4,2",6.25,7.5,3.25,0.17,Poster
232,CAMIL: Context-Aware Multiple Instance Learning for Cancer Detection and Subtyping in Whole Slide Images,"6,8,8,8","3,4,4,4",6,7.5,3.75,1,Spotlight
233,SalUn: Empowering Machine Unlearning via Gradient-based Weight Saliency in Both Image Classification and Generation,"6,8,8,8","4,2,2,3",7,7.5,2.75,-0.87,Spotlight
234,"Role of Locality and Weight Sharing in Image-Based Tasks: A Sample Complexity Separation between CNNs, LCNs, and FCNs","6,8,8,8","3,5,3,3",5.5,7.5,3.5,0.33,Spotlight
235,"Task Adaptation from Skills: Information Geometry, Disentanglement, and New Objectives for Unsupervised Reinforcement Learning","6,8,8,8","3,5,3,4",6.75,7.5,3.75,0.52,Spotlight
236,SGD Finds then Tunes Features in Two-Layer Neural Networks with near-Optimal Sample Complexity: A Case Study in the XOR problem,"6,8,8,8","2,4,4,3",7.25,7.5,3.25,0.87,Spotlight
237,Separating common from salient patterns with Contrastive Representation Learning,"5,8,8,8,8","2,3,4,3,3",7,7.4,3,0.79,Poster
238,Faithful and Efficient Explanations for Neural Networks via Neural Tangent Kernel Surrogate Models,"5,8,8,8,8","4,4,2,4,4",6.4,7.4,3.6,-0.25,Spotlight
239,Adversarial AutoMixup,"6,8,8","3,4,5",5.67,7.33,4,0.87,Spotlight
240,Safe Collaborative Filtering,"6,8,8","3,2,3",7,7.33,2.67,-0.5,Poster
241,Neural Architecture Retrieval,"6,8,8","5,5,5",7.33,7.33,5,0,Poster
242,Deep Temporal Graph Clustering,"6,8,8","4,4,5",7,7.33,4.33,0.5,Poster
243,Simplifying Transformer Blocks,"6,8,8","3,5,4",7.33,7.33,4,0.87,Poster
244,Tool-Augmented Reward Modeling,"6,8,8","4,4,3",5.33,7.33,3.67,-0.5,Spotlight
245,Masked Audio Generative Modeling,"6,8,8","4,4,5",6.33,7.33,4.33,0.5,Poster
246,Space Group Constrained Crystal Generation,"6,8,8","3,3,2",7.33,7.33,2.67,-0.5,Poster
247,Denoising Task Routing for Diffusion Models,"6,8,8","3,4,5",6,7.33,4,0.87,Poster
248,On the hardness of learning under symmetries,"6,8,8","5,3,3",8,7.33,3.67,-1,Spotlight
249,Lagrangian Flow Networks for Conservation Laws,"6,8,8","4,3,3",5.67,7.33,3.33,-1,Spotlight
250,Neural Fine-Tuning Search for Few-Shot Learning,"6,8,8","4,3,4",6.33,7.33,3.67,-0.5,Oral
251,H-GAP: Humanoid Control with a Generalist Planner,"6,8,8","3,3,5",5.67,7.33,3.67,0.5,Spotlight
252,Prompt Gradient Projection for Continual Learning,"6,8,8","3,4,5",5,7.33,4,0.87,Spotlight
253,Is Self-Repair a Silver Bullet for Code Generation?,"6,8,8","3,4,4",6.33,7.33,3.67,1,Poster
254,Uni3D: Exploring Unified 3D Representation at Scale,"6,8,8","4,4,5",6,7.33,4.33,0.5,Spotlight
255,Hybrid Directional Graph Neural Network for Molecules,"6,8,8","2,2,4",5.33,7.33,2.67,0.5,Spotlight
256,Federated Recommendation with Additive Personalization,"6,8,8","4,4,5",6.33,7.33,4.33,0.5,Poster
257,Finetuning Text-to-Image Diffusion Models for Fairness,"6,6,10","2,2,4",7.33,7.33,2.67,1,Oral
258,Future Language Modeling from Temporal Document History,"6,8,8","3,4,3",7,7.33,3.33,0.5,Poster
259,OctoPack: Instruction Tuning Code Large Language Models,"6,8,8","3,4,5",7.33,7.33,4,0.87,Spotlight
260,Decodable and Sample Invariance Continuous Object Encoder,"6,8,8","4,2,3",7.33,7.33,3,-0.87,Poster
261,Maximum Entropy Model Correction in Reinforcement Learning,"6,8,8","3,4,3",7.33,7.33,3.33,0.5,Poster
262,Path Choice Matters for Clear Attributions in Path Methods,"6,8,8","3,3,3",6.67,7.33,3,0,Poster
263,De novo Protein Design Using Geometric Vector Field Networks,"6,8,8","5,4,4",5.33,7.33,4.33,-1,Spotlight
264,Linearity of Relation Decoding in Transformer Language Models,"6,8,8","4,3,3",6.33,7.33,3.33,-1,Spotlight
265,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,"6,8,8","3,4,5",7.33,7.33,4,0.87,Spotlight
266,MUSTARD: Mastering Uniform Synthesis of Theorem and Proof Data,"6,8,8","4,4,4",5.67,7.33,4,0,Spotlight
267,Mayfly: a Neural Data Structure for Graph Stream Summarization,"6,8,8","4,4,3",7,7.33,3.67,-0.5,Spotlight
268,DOS: Diverse Outlier Sampling for Out-of-Distribution Detection,"6,8,8","3,4,4",5.67,7.33,3.67,1,Poster
269,Transformer-VQ: Linear-Time Transformers via Vector Quantization,"6,8,8","2,3,3",6.33,7.33,2.67,1,Poster
270,What does the Knowledge Neuron Thesis Have to do with Knowledge?,"6,8,8","3,3,4",7,7.33,3.33,0.5,Spotlight
271,Provable Compositional Generalization for Object-Centric Learning,"6,8,8","3,4,3",7.33,7.33,3.33,0.5,Oral
272,SaProt: Protein Language Modeling with Structure-aware Vocabulary,"6,8,8","3,5,5",6.67,7.33,4.33,1,Spotlight
273,Evaluating Large Language Models at Evaluating Instruction Following,"6,8,8","3,4,3",7.33,7.33,3.33,0.5,Poster
274,From Posterior Sampling to Meaningful Diversity in Image Restoration,"6,8,8","5,3,4",7,7.33,4,-0.87,Poster
275,LoftQ: LoRA-Fine-Tuning-aware Quantization for Large Language Models,"6,8,8","4,4,4",8,7.33,4,0,Oral
276,CivRealm: A Learning and Reasoning Odyssey for Decision-Making Agents,"6,8,8","4,4,3",7,7.33,3.67,-0.5,Spotlight
277,Dictionary Contrastive Forward Learning via Adaptive Label Embeddings,"6,8,8","3,3,4",5.67,7.33,3.33,0.5,Spotlight
278,An Analytical Solution to Gauss-Newton Loss for Direct Image Alignment,"6,8,8","3,3,3",7.33,7.33,3,0,Oral
279,A Study of Bayesian Neural Network Surrogates for Bayesian Optimization,"6,8,8","4,3,4",6.33,7.33,3.67,-0.5,Poster
280,Estimating Conditional Mutual Information for Dynamic Feature Selection,"6,8,8","4,4,5",6,7.33,4.33,0.5,Poster
281,InsertNeRF: Instilling Generalizability into NeRF with HyperNet Modules,"6,6,10","3,3,4",6.67,7.33,3.33,1,Poster
282,NetInfoF Framework: Measuring and Exploiting Network Usable Information,"6,8,8","4,3,4",5.67,7.33,3.67,-0.5,Spotlight
283,BarLeRIa: An Efficient Tuning Framework for Referring Image Segmentation,"6,8,8","2,4,4",6.67,7.33,3.33,1,Spotlight
284,FlashFFTConv: Efficient Convolutions for Long Sequences with Tensor Cores,"6,8,8","5,3,4",7,7.33,4,-0.87,Poster
285,Poisoned Forgery Face: Towards Backdoor Attacks on Face Forgery Detection,"6,8,8","4,5,4",6.33,7.33,4.33,0.5,Spotlight
286,A Benchmark for Learning to Translate a New Language from One Grammar Book,"6,8,8","5,4,4",7,7.33,4.33,-1,Spotlight
287,Linear Convergence Bounds for Diffusion Models via Stochastic Localization,"6,6,8,8,8,8","4,4,3,4,3,4",6.67,7.33,3.67,-0.5,Spotlight
288,Pre-Training Goal-based Models for Sample-Efficient Reinforcement Learning,"6,8,8","4,3,4",5,7.33,3.67,-0.5,Oral
289,ReLU Strikes Back: Exploiting Activation Sparsity in Large Language Models,"6,8,8","4,3,4",5.67,7.33,3.67,-0.5,Oral
290,Synapse: Trajectory-as-Exemplar Prompting with Memory for Computer Control,"6,8,8","2,4,3",6.67,7.33,3,0.87,Poster
291,FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets,"6,8,8","4,2,2",6.67,7.33,2.67,-1,Spotlight
292,Gene Regulatory Network Inference in the Presence of Dropouts: a Causal View,"6,8,8","4,4,4",7.33,7.33,4,0,Oral
293,Dynamic Neighborhood Construction for Structured Large Discrete Action Spaces,"6,8,8","2,2,4",6.67,7.33,2.67,0.5,Poster
294,Unlocking the Power of Representations in Long-term Novelty-based Exploration,"6,8,8","4,4,4",6.33,7.33,4,0,Spotlight
295,"A path-norm toolkit for modern networks: consequences, promises and challenges","6,8,8","3,4,4",7,7.33,3.67,1,Spotlight
296,On the Vulnerability of Adversarially Trained Models Against Two-faced Attacks,"6,8,8","5,4,5",7,7.33,4.67,-0.5,Poster
297,Q-Bench: A Benchmark for General-Purpose Foundation Models on Low-level Vision,"6,8,8","5,4,5",6.67,7.33,4.67,-0.5,Spotlight
298,Learning No-Regret Sparse Generalized Linear Models with Varying Observation(s),"6,8,8","3,3,2",6,7.33,2.67,-0.5,Spotlight
299,Combining Axes Preconditioners through Kronecker Approximation for Deep Learning,"6,8,8","3,5,3",7.33,7.33,3.67,0.5,Poster
300,DSPy: Compiling Declarative Language Model Calls into State-of-the-Art Pipelines,"6,8,8","3,4,3",6.67,7.33,3.33,0.5,Spotlight
301,Grounding Language Plans in Demonstrations Through Counter-Factual Perturbations,"6,8,8","4,4,3",5.67,7.33,3.67,-0.5,Spotlight
302,Structural Inference with Dynamics Encoding and Partial Correlation Coefficients,"6,6,10","3,3,4",6,7.33,3.33,1,Poster
303,GLD: Generative Latent Dynamics for Structured Motion Representation and Learning,"6,8,8","4,2,4",6.33,7.33,3.33,-0.5,Spotlight
304,Graph Neural Networks for Learning Equivariant Representations of Neural Networks,"6,8,8","4,4,4",7.33,7.33,4,0,Oral
305,Plugin estimators for selective classification with out-of-distribution detection,"6,8,8","4,3,4",6.67,7.33,3.67,-0.5,Poster
306,Bayesian Optimization through Gaussian Cox Process Models for Spatio-temporal Data,"6,8,8","2,4,4",6,7.33,3.33,1,Poster
307,Deep Geodesic Canonical Correlation Analysis for Covariance-Based Neuroimaging Data,"6,8,8","1,2,4",5.67,7.33,2.33,0.76,Spotlight
308,Instant3D: Fast Text-to-3D with Sparse-view Generation and Large Reconstruction Model,"6,8,8","3,5,5",7,7.33,4.33,1,Poster
309,Large Brain Model for Learning Generic Representations with Tremendous EEG Data in BCI,"6,8,8","3,2,4",7.33,7.33,3,0,Spotlight
310,Beyond Stationarity: Convergence Analysis of Stochastic Softmax Policy Gradient Methods,"6,8,8","3,3,3",6.67,7.33,3,0,Poster
311,Kernel Metric Learning for In-Sample Off-Policy Evaluation of Deterministic RL Policies,"6,8,8","3,3,3",6,7.33,3,0,Spotlight
312,Towards Diverse Behaviors: A Benchmark for Imitation Learning with Human Demonstrations,"6,8,8","4,4,5",6.33,7.33,4.33,0.5,Poster
313,Enabling Efficient Equivariant Operations in the Fourier Basis via Gaunt Tensor Products,"6,8,8","3,3,4",6.67,7.33,3.33,0.5,Spotlight
314,Generative Learning for Financial Time Series with Irregular and Scale-Invariant Patterns,"6,8,8","2,4,3",5.33,7.33,3,0.87,Spotlight
315,Implicit Gaussian process representation of vector fields over arbitrary latent manifolds,"6,8,8","5,4,2",6.67,7.33,3.67,-0.76,Poster
316,On the Parameterization of Second-Order Optimization Effective towards the Infinite Width,"6,8,8","3,5,3",6.67,7.33,3.67,0.5,Poster
317,A Variational Framework for Estimating Continuous Treatment Effects with Measurement Error,"6,8,8","3,4,4",5,7.33,3.67,1,Poster
318,Illusory Attacks: Detectability Matters in Adversarial Attacks on Sequential Decision-Makers,"6,8,8","4,2,3",6.67,7.33,3,-0.87,Spotlight
319,$t^3$-Variational Autoencoder: Learning Heavy-tailed Data with Student's t and Power Divergence,"6,8,8","4,4,3",7.33,7.33,3.67,-0.5,Poster
320,Tackling the Data Heterogeneity in Asynchronous Federated Learning with Cached Update Calibration,"6,8,8","3,4,5",5.67,7.33,4,0.87,Poster
321,Interpretable Sparse System Identification: Beyond Recent Deep Learning Techniques on Time-Series Prediction,"6,8,8","3,2,4",7,7.33,3,0,Poster
322,Demystifying Local & Global Fairness Trade-offs in Federated Learning Using Partial Information Decomposition,"6,8,8","2,3,3",5.67,7.33,2.67,1,Poster
323,Minimax optimality of convolutional neural networks for infinite dimensional input-output problems and separation from kernel methods,"6,8,8","2,2,3",7.33,7.33,2.33,0.5,Poster
324,Ultra-sparse network advantage in deep learning via Cannistraci-Hebb brain-inspired training with hyperbolic meta-deep community-layered epitopology,"6,8,8","4,2,2",6.33,7.33,2.67,-1,Poster
325,Learning Performance-Improving Code Edits,"5,8,8,8","4,4,3,3",6.75,7.25,3.5,-0.58,Spotlight
326,Improving Offline RL by Blending Heuristics,"5,8,8,8","3,4,4,4",5.5,7.25,3.75,1,Spotlight
327,ELoRA: Efficient Low-Rank Adaptation with Random Matrices,"5,8,8,8","2,4,3,3",6.25,7.25,3,0.82,Poster
328,Variational Inference for SDEs Driven by Fractional Noise,"5,8,8,8","3,5,3,4",6.25,7.25,3.75,0.52,Spotlight
329,At Which Training Stage Does Code Data Help LLMs Reasoning?,"5,8,8,8","4,4,5,3",5.75,7.25,4,0,Spotlight
330,Critical Learning Periods Emerge Even in Deep Linear Networks,"5,6,8,10","3,3,3,4",5.75,7.25,3.25,0.83,Spotlight
331,Adaptive Regret for Bandits Made Possible: Two Queries Suffice,"5,8,8,8","5,4,3,3",6,7.25,3.75,-0.87,Poster
332,In-context Exploration-Exploitation for Reinforcement Learning,"5,8,8,8","3,4,3,4",6,7.25,3.5,0.58,Poster
333,Large Language Models Are Not Robust Multiple Choice Selectors,"5,8,8,8","4,3,2,4",6.75,7.25,3.25,-0.52,Spotlight
334,Unified Human-Scene Interaction via Prompted Chain-of-Contacts,"5,6,8,10","2,3,4,4",7.25,7.25,3.25,0.9,Spotlight
335,Motif: Intrinsic Motivation from Artificial Intelligence Feedback,"5,8,8,8","4,3,3,3",6.75,7.25,3.25,-1,Poster
336,GROOT: Learning to Follow Instructions by Watching Gameplay Videos,"5,8,8,8","3,5,3,4",6.25,7.25,3.75,0.52,Spotlight
337,SAFLEX: Self-Adaptive Augmentation via Feature Label Extrapolation,"5,8,8,8","4,4,4,3",6.75,7.25,3.75,-0.33,Poster
338,Inverse Approximation Theory for Nonlinear Recurrent Neural Networks,"5,8,8,8","2,3,1,4",5.5,7.25,2.5,0.26,Spotlight
339,Ghost on the Shell: An Expressive Representation of General 3D Shapes,"5,8,8,8","5,3,5,4",7.25,7.25,4.25,-0.52,Oral
340,Domain constraints improve risk prediction when outcome data is missing,"5,8,8,8","3,4,4,2",6.25,7.25,3.25,0.17,Poster
341,SILO Language Models: Isolating Legal Risk In a Nonparametric Datastore,"5,8,8,8","4,3,4,4",7.25,7.25,3.75,-0.33,Spotlight
342,AffineQuant: Affine Transformation Quantization for Large Language Models,"5,8,8,8","4,5,3,4",4.25,7.25,4,0,Poster
343,Blending Imitation and Reinforcement Learning for Robust Policy Improvement,"5,8,8,8","3,3,2,3",5.5,7.25,2.75,-0.33,Spotlight
344,Point2SSM: Learning Morphological Variations of Anatomies from Point Clouds,"5,8,8,8","4,4,3,4",6.25,7.25,3.75,-0.33,Spotlight
345,Class Probability Matching with Calibrated Networks for Label Shift Adaption,"5,8,8,8","4,3,5,3",6.75,7.25,3.75,-0.17,Poster
346,Crystalformer: Infinitely Connected Attention for Periodic Structure Encoding,"5,8,8,8","4,4,3,4",6,7.25,3.75,-0.33,Poster
347,PolyGCL: GRAPH CONTRASTIVE LEARNING via Learnable Spectral Polynomial Filters,"5,8,8,8","4,4,3,3",6.5,7.25,3.5,-0.58,Spotlight
348,Towards Seamless Adaptation of Pre-trained Models for Visual Place Recognition,"5,8,8,8","5,4,5,5",7.25,7.25,4.75,-0.33,Poster
349,NeRM: Learning Neural Representations for High-Framerate Human Motion Synthesis,"5,8,8,8","4,4,4,3",6.75,7.25,3.75,-0.33,Poster
350,Empirical Analysis of Model Selection for Heterogeneous Causal Effect Estimation,"5,8,8,8","3,3,3,4",6,7.25,3.25,0.33,Spotlight
351,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,"5,6,8,10","3,4,5,4",7.25,7.25,4,0.55,Poster
352,Bounds on Representation-Induced Confounding Bias for Treatment Effect Estimation,"5,8,8,8","4,3,2,4",5.75,7.25,3.25,-0.52,Spotlight
353,DoLa: Decoding by Contrasting Layers Improves Factuality in Large Language Models,"5,8,8,8","3,4,4,4",6.5,7.25,3.75,1,Poster
354,Towards Principled Representation Learning from Videos for Reinforcement Learning,"5,8,8,8","3,4,3,3",6,7.25,3.25,0.33,Spotlight
355,Stabilizing Contrastive RL: Techniques for Robotic Goal Reaching from Offline Data,"5,8,8,8","4,3,4,4",6.25,7.25,3.75,-0.33,Spotlight
356,MathVista: Evaluating Mathematical Reasoning of Foundation Models in Visual Contexts,"5,8,8,8","4,4,4,3",6.75,7.25,3.75,-0.33,Oral
357,Polynomial Width is Sufficient for Set Representation with High-dimensional Features,"5,8,8,8","3,3,3,3",6.75,7.25,3,0,Poster
358,Whole-song Hierarchical Generation of Symbolic Music Using Cascaded Diffusion Models,"5,8,8,8","4,5,3,4",6.25,7.25,4,0,Spotlight
359,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis","5,8,8,8","4,3,3,5",6.25,7.25,3.75,-0.17,Oral
360,Efficient-3Dim: Learning a Generalizable Single-image Novel-view Synthesizer in One Day,"5,8,8,8","4,4,4,5",6.75,7.25,4.25,0.33,Poster
361,Likelihood Training of Cascaded Diffusion Models via Hierarchical Volume-preserving Maps,"5,8,8,8","4,3,5,2",4.25,7.25,3.5,-0.26,Spotlight
362,"Large Content And Behavior Models To Understand, Simulate, And Optimize Content And Behavior","5,6,8,10","3,3,3,3",7.25,7.25,3,0,Spotlight
363,Adversarial Adaptive Sampling: Unify PINN and Optimal Transport for the Approximation of PDEs,"5,6,8,10","4,3,4,5",6,7.25,4,0.74,Poster
364,Internal Cross-layer Gradients for Extending Homogeneity to Heterogeneity in Federated Learning,"5,8,8,8","4,2,3,3",6.5,7.25,3,-0.82,Poster
365,Beyond Reverse KL: Generalizing Direct Preference Optimization with Diverse Divergence Constraints,"5,8,8,8","3,2,4,3",7.25,7.25,3,0,Spotlight
366,Prototypical Information Bottlenecking and Disentangling for Multimodal Cancer Survival Prediction,"5,6,8,10","5,4,5,4",7,7.25,4.5,-0.39,Spotlight
367,FedHyper: A Universal and Robust Learning Rate Scheduler for Federated Learning with Hypergradient Descent,"5,8,8,8","3,5,4,4",6.75,7.25,4,0.82,Poster
368,Fantastic Gains and Where to Find Them: On the Existence and Prospect of General Knowledge Transfer between Any Pretrained Model,"5,8,8,8","4,3,4,3",7.25,7.25,3.5,-0.58,Spotlight
369,Bespoke Solvers for Generative Flow Models,"6,6,8,8,8","3,4,3,4,3",6.8,7.2,3.4,-0.17,Spotlight
370,Towards Meta-Pruning via Optimal Transport,"6,6,8,8,8","4,1,3,5,5",6.2,7.2,3.6,0.6,Spotlight
371,Information Retention via Learning Supplemental Features,"6,6,8,8,8","3,4,4,2,4",5.4,7.2,3.4,-0.1,Spotlight
372,Improved Active Learning via Dependent Leverage Score Sampling,"6,6,8,8,8","3,4,4,4,2",6.8,7.2,3.4,-0.1,Oral
373,What does automatic differentiation compute for neural networks?,"6,6,8,8,8","3,2,1,3,3",6.2,7.2,2.4,-0.1,Spotlight
374,R-EDL: Relaxing Nonessential Settings of Evidential Deep Learning,"6,6,8,8,8","3,3,5,4,4",6.6,7.2,3.8,0.87,Spotlight
375,Subtractive Mixture Models via Squaring: Representation and Learning,"6,6,8,8,8","3,2,4,2,3",6.8,7.2,2.8,0.33,Spotlight
376,Boosting Vanilla Lightweight Vision Transformers via Re-parameterization,"6,6,8,8,8","5,3,4,4,4",6.2,7.2,4,0,Poster
377,Transport meets Variational Inference: Controlled Monte Carlo Diffusions,"6,6,8,8,8","4,3,3,4,3",5.6,7.2,3.4,-0.17,Poster
378,MAmmoTH: Building Math Generalist Models through Hybrid Instruction Tuning,"6,6,8,8,8","4,3,4,4,4",7,7.2,3.8,0.61,Spotlight
379,L2MAC: Large Language Model Automatic Computer for Unbounded Code Generation,"6,6,8,8,8","3,4,3,4,4",6.6,7.2,3.6,0.17,Poster
380,Beyond Memorization: Violating Privacy via Inference with Large Language Models,"6,6,8,8,8","3,5,4,2,4",7.2,7.2,3.6,-0.32,Spotlight
381,Learning Unsupervised World Models for Autonomous Driving via Discrete Diffusion,"6,6,6,8,10","4,4,3,4,4",6.8,7.2,3.8,0.38,Poster
382,BrainPy: a differentiable brain simulator bridging brain simulation and brain-inspired computing,"6,6,6,8,10","3,3,4,4,4",6.8,7.2,3.6,0.61,Poster
383,Free Lunches in Auxiliary Learning: Exploiting Auxiliary Labels with Negligibly Extra Inference Cost,"6,6,8,8,8","3,3,4,4,4",7.2,7.2,3.6,1,Poster
384,Mask-based modeling for Neural Radiance Fields,"6,6,6,8,8,8,8","4,4,4,4,4,4,4",6.57,7.14,4,0,Spotlight
385,Conformal Risk Control,"6,6,6,8,8,8","3,4,3,4,3,4",6.33,7,3.5,0.33,Spotlight
